timestamp,open,high,low,close,volume
2026-06-22T00:00:00Z,240.08,242,232.24,232.79,6.83885e+07
2026-06-23T00:00:00Z,232.55,236.87,232,234.11,6.04926e+07
2026-06-24T00:00:00Z,233.845,242.42,232.95,234.27,7.02826e+07
2026-06-25T00:00:00Z,232.02,232.32,225.55,227.01,7.78585e+07
2026-06-26T00:00:00Z,227.205,233.9,226.125,232.69,2.48372e+08
2026-06-29T00:00:00Z,234.215,249.71,233.8,240.14,7.76192e+07
2026-06-30T00:00:00Z,237.35,241.54,237.171,238.34,6.62283e+07
2026-07-01T00:00:00Z,239.75,244.9,234.9,241.7,5.38299e+07
2026-07-02T00:00:00Z,241.605,246.72,241.08,242.67,4.82981e+07
2026-07-06T00:00:00Z,243.795,246.04,240.88,244.16,4.0044e+07
2026-07-07T00:00:00Z,246.975,248.93,242.7,245.98,4.05796e+07
2026-07-08T00:00:00Z,244.27,244.8,240.52,243.62,2.9653e+07
2026-07-09T00:00:00Z,239.82,247.5,238.25,247.04,3.80917e+07
2026-07-10T00:00:00Z,249.55,251.03,244.41,245.34,3.1654e+07
2026-07-13T00:00:00Z,244.68,249.65,244.18,247.31,3.46361e+07
2026-07-14T00:00:00Z,245.55,248.56,243.8,247.49,3.01081e+07
2026-07-15T00:00:00Z,249.75,256.48,249.75,254.96,4.52406e+07
2026-07-16T00:00:00Z,255.12,258.082,248,249.89,4.53437e+07
2026-07-17T00:00:00Z,244.46,250.24,243.59,247.23,4.35724e+07
2026-07-20T00:00:00Z,248.76,252.89,248,249.99,3.24065e+07
2026-07-21T00:00:00Z,249.105,249.34,246.42,247.55,2.77321e+07
2026-07-22T00:00:00Z,248.265,248.45,242.45,244.85,3.41127e+07
2026-07-23T00:00:00Z,236.26,238.35,232.052,233.66,4.74653e+07
2026-07-24T00:00:00Z,234.38,234.95,231.34,232.11,3.50174e+07
2026-07-27T00:00:00Z,235.665,235.89,230.99,231.39,3.49995e+07
2026-07-28T00:00:00Z,232.85,233.11,228.1,230.86,4.45216e+07
2026-07-29T00:00:00Z,229.315,232.82,226.16,226.65,4.49575e+07
2026-07-30T00:00:00Z,233.35,239.824,231.06,235.5,1.0184e+08
2026-07-31T00:00:00Z,265,273.23,262.01,271.58,1.29055e+08
2026-08-03T00:00:00Z,278.29,287.2,278,284.02,9.08302e+07
2026-08-04T00:00:00Z,276.06,281.07,275.82,277.42,6.97481e+07
2026-08-05T00:00:00Z,281.59,282.79,270.73,272.65,4.51198e+07
2026-08-06T00:00:00Z,272.765,275.48,271.061,272.26,3.06729e+07
2026-08-07T00:00:00Z,272.87,278.31,272.75,274.48,3.38614e+07
2026-08-10T00:00:00Z,274.01,280.14,273.6,278.09,3.57319e+07
2026-08-11T00:00:00Z,278.69,278.84,271.36,272.27,3.18957e+07
2026-08-12T00:00:00Z,273.18,273.46,267.1,267.28,2.99411e+07
2026-08-13T00:00:00Z,267.235,269.58,264.705,265.13,3.21702e+07
2026-08-14T00:00:00Z,264.875,265.81,262.42,262.65,2.72517e+07
2026-08-17T00:00:00Z,265.44,265.75,258.339,261.31,4.38965e+07
2026-08-18T00:00:00Z,260.63,262.18,257.73,259.45,3.31713e+07
2026-08-19T00:00:00Z,260.845,266.4,258.58,265.84,3.57624e+07
2026-08-20T00:00:00Z,263.16,263.84,259.52,260.11,2.83741e+07
2026-08-21T00:00:00Z,260.74,261.09,257.035,258.63,3.5723e+07
2026-08-24T00:00:00Z,259.6,263.32,259.05,262.07,2.80705e+07
2026-08-25T00:00:00Z,262.51,263.89,259.83,261.06,2.55502e+07
2026-08-26T00:00:00Z,261.275,262.05,258.24,260.28,2.15284e+07
2026-08-27T00:00:00Z,259.23,259.66,255.02,256.26,3.59278e+07
2026-08-28T00:00:00Z,258.32,267.56,257.78,266.43,4.95474e+07
2026-08-31T00:00:00Z,263.825,264.36,257.12,259.77,4.60894e+07
2026-09-01T00:00:00Z,254.83,255.82,251.93,254.92,3.17001e+07
2026-09-02T00:00:00Z,254.255,256.24,253.4,254.98,2.40133e+07
2026-09-03T00:00:00Z,256.2,259.5,256,258.9,2.68915e+07
2026-09-04T00:00:00Z,259.07,261.12,255.29,258.51,3.07499e+07
2026-09-08T00:00:00Z,256.675,257.99,254.75,256.97,2.9398e+07
2026-09-09T00:00:00Z,253.12,254.69,250.65,252.4,3.30555e+07
